SPOT,AGE,SEX,Total accommodation fee,Total transportation cost,Number_of_people,Accommodation
177,5,0,0,1,2,0
166,3,1,0,1,3,0
165,3,1,0,1,0,0
172,4,0,99,1,1,1
174,2,0,106,1,1,1
92,2,0,0,1,2,0
174,4,0,0,1,1,0
172,4,1,0,1,2,0
63,6,0,0,1,1,1
208,3,1,82,1,3,1
185,2,0,0,1,1,0
175,6,1,0,1,1,1
180,4,0,0,1,1,0
199,3,1,0,1,3,0
199,2,0,124,1,3,1
63,4,1,0,1,3,0
199,4,0,120,1,3,1
171,5,1,106,1,1,1
174,4,0,0,1,1,0
167,3,1,0,1,2,0
172,4,1,141,1,3,1
185,1,1,0,1,1,0
167,3,0,0,1,3,1
165,6,1,0,1,3,0
172,4,1,0,1,1,0
170,5,0,0,1,1,0
169,3,0,0,1,3,0
170,4,1,0,1,3,0
171,4,0,0,1,3,0
174,2,1,0,1,1,0
185,5,0,0,1,3,0
167,1,0,0,1,2,0
173,4,0,0,1,3,0
165,5,1,0,1,3,0
175,5,0,0,1,2,0
196,3,0,0,1,1,0
172,1,1,0,1,2,0
190,2,1,0,1,2,0
174,4,1,0,1,3,0
174,3,0,0,1,3,0
174,6,0,0,1,2,0
180,5,0,0,1,1,0
165,2,0,42,1,2,1
177,1,1,17,1,3,1
180,5,0,0,1,2,0
177,3,0,0,1,1,0
172,4,0,0,1,1,0
172,1,1,0,1,1,0
186,4,1,0,2,2,0
202,3,1,141,3,3,1
199,4,1,0,1,2,0
177,2,0,0,1,3,1
172,5,1,0,1,1,1
179,5,0,0,1,1,0
90,5,1,58,1,1,1
188,5,0,0,1,1,1
14,3,1,106,2,3,1
92,1,0,0,1,1,0
176,4,0,0,1,1,0
175,4,1,0,1,2,0
183,5,1,0,1,2,0
167,1,0,0,1,1,0
198,2,1,67,1,3,1
180,1,0,0,1,1,0
180,3,0,0,1,2,0
183,1,0,0,1,2,0
182,3,1,0,1,7,0
177,2,1,58,1,1,1
166,2,0,0,1,4,1
169,4,0,0,1,3,0
171,5,1,0,1,2,0
168,3,0,0,1,3,0
166,3,0,67,1,3,1
182,2,1,41,1,1,1
174,6,1,0,1,2,0
182,4,1,0,1,1,0
177,6,1,0,1,1,0
171,3,0,0,1,3,0
172,4,0,0,1,1,0
181,5,1,0,1,3,0
183,6,1,0,1,1,0
177,3,0,0,1,4,0
166,5,0,0,1,3,0
168,1,1,0,1,1,1
174,6,0,0,1,1,0
167,3,1,0,1,2,0
187,5,1,0,1,2,0
171,3,0,0,1,2,0
172,4,0,0,1,1,0
201,1,0,82,2,1,1
183,4,1,58,1,3,1
168,5,1,0,1,3,0
207,4,0,0,1,2,0
189,5,0,0,1,3,0
193,4,1,0,1,3,0
171,5,0,0,1,1,0
179,4,0,0,1,4,0
18,2,1,0,1,2,0
202,1,1,166,3,1,1
177,1,1,58,1,0,1
183,1,1,89,1,2,1
165,1,1,0,1,1,0
170,2,1,0,1,2,1
176,3,0,0,1,3,1
182,5,0,0,1,1,1
92,4,1,0,1,3,0
165,4,1,0,1,3,0
102,5,0,0,1,1,0
63,3,0,0,1,2,0
172,5,0,0,1,3,0
0,3,0,146,2,1,1
179,1,0,0,1,1,0
165,6,0,0,1,4,0
180,1,0,0,1,1,0
202,3,0,106,3,3,1
166,4,0,0,1,0,0
188,6,1,0,0,15,0
201,1,1,183,2,1,1
191,2,0,0,1,2,0
179,5,1,0,1,1,1
202,2,0,183,3,0,1
173,5,0,0,1,1,1
90,4,0,0,1,3,1
180,4,1,0,1,3,1
92,3,1,0,1,3,1
201,3,0,0,4,3,1
172,1,0,58,1,3,1
92,5,0,0,1,1,1
180,4,0,0,1,1,0
168,3,1,0,1,3,0
179,5,1,0,1,1,0
177,2,0,0,1,1,0
192,5,0,0,1,7,0
192,3,1,0,1,3,0
202,2,0,0,0,3,1
180,2,1,0,1,2,0
177,5,1,82,2,1,1
165,1,1,0,1,1,0
174,6,1,0,1,1,0
172,4,0,0,1,1,0
182,3,0,0,1,3,0
180,5,0,0,1,3,0
167,4,0,0,1,3,0
172,3,0,82,1,2,1
172,6,1,0,1,2,0
166,5,1,58,1,3,1
169,4,1,0,1,3,0
177,4,0,0,1,2,0
180,2,1,0,1,3,0
182,5,0,0,1,3,1
177,3,1,0,1,3,0
169,3,0,0,1,2,0
170,4,0,0,1,2,0
176,5,1,0,1,1,0
174,4,1,0,1,2,0
185,4,0,0,1,2,0
92,3,0,0,1,2,0
174,6,1,0,1,2,0
185,2,0,0,1,2,0
92,4,0,0,1,3,0
174,4,1,0,1,3,1
92,3,0,0,1,3,1
180,3,0,0,1,3,0
173,2,1,0,1,2,0
186,1,0,0,1,1,0
176,3,1,0,1,3,0
171,5,0,0,1,1,0
63,3,1,0,1,2,0
173,4,1,0,1,1,0
171,4,1,0,1,1,0
181,3,0,0,1,4,0
193,5,0,0,1,2,0
182,6,1,0,1,1,1
172,4,1,0,1,1,0
187,5,1,0,1,1,0
106,4,0,25,1,4,1
177,2,0,94,1,1,1
178,5,1,106,1,3,1
40,5,0,106,2,3,1
173,3,0,82,1,3,1
177,4,0,141,1,3,1
165,4,0,0,1,1,0
182,5,0,0,1,1,0
187,4,0,0,1,1,0
169,4,1,82,2,9,1
172,5,1,0,1,1,0
177,2,1,26,1,2,1
174,3,1,0,1,2,0
172,2,0,0,1,2,0
168,5,1,0,1,1,1
165,4,0,0,1,1,0
182,4,1,123,1,2,1
202,3,0,166,2,1,1
179,4,0,0,1,1,0
165,2,0,0,1,1,0
183,2,1,224,1,6,1
190,5,1,0,1,2,0
184,3,1,0,1,2,0
179,3,0,0,1,3,0
18,2,1,82,2,1,1
165,5,1,0,1,1,0
165,3,1,82,1,2,1
185,5,0,0,1,1,0
165,1,0,0,1,1,0
176,3,0,0,1,0,0
174,1,1,0,1,1,0
170,3,0,0,1,1,0
183,2,1,0,1,2,0
68,4,1,127,1,1,1
165,4,0,58,1,1,1
180,3,1,0,2,2,0
179,4,1,0,1,2,0
171,1,1,0,1,3,0
177,3,1,10,2,1,1
180,2,1,0,1,1,0
174,4,0,0,1,3,0
192,3,1,0,1,2,0
177,3,0,0,1,2,0
177,2,0,30,1,0,1
187,3,1,0,1,3,0
92,4,0,0,1,3,0
92,1,0,0,1,3,0
184,5,1,0,1,3,0
182,3,1,0,1,2,0
183,3,0,0,1,1,0
172,1,1,0,1,0,0
178,5,0,0,1,1,0
176,4,0,0,1,1,0
184,4,1,0,1,1,0
178,2,0,0,1,1,0
178,6,0,0,1,1,0
176,5,1,0,1,1,0
184,3,0,0,1,2,0
187,3,1,0,1,3,0
199,4,0,0,1,3,0
199,2,0,0,1,3,0
187,3,0,0,1,3,0
187,2,1,0,1,2,0
169,2,1,0,1,1,0
176,3,0,0,1,1,0
169,3,1,0,1,3,0
178,1,1,0,1,1,0
176,5,0,0,1,1,0
202,5,0,67,3,1,1
177,4,0,0,1,1,0
168,3,1,0,1,0,0
181,3,1,0,1,1,0
178,4,0,141,1,3,1
180,4,0,0,1,1,0
172,3,0,0,1,3,1
169,4,1,26,1,1,1
171,4,0,0,1,2,0
185,3,1,44,1,3,1
208,5,0,74,1,1,1
172,2,1,0,1,2,0
170,3,0,0,1,3,1
178,5,1,0,1,3,0
68,4,0,0,1,1,0
176,4,1,57,1,2,1
201,5,0,82,2,1,1
189,4,0,0,1,2,0
170,3,0,0,1,2,0
168,5,1,0,1,2,0
171,2,0,0,1,2,0
167,4,1,0,1,2,0
202,1,0,124,2,3,1
92,5,0,0,1,0,0
178,5,0,0,1,1,0
183,2,1,0,1,1,0
123,1,0,141,2,3,1
176,5,0,0,1,3,0
186,6,1,0,1,2,1
185,4,1,0,1,3,0
172,3,1,0,1,1,0
174,4,1,0,1,1,0
107,2,0,124,1,3,1
178,3,0,0,1,3,0
179,4,1,0,1,1,0
177,2,0,0,1,1,0
175,1,1,0,1,1,0
144,3,0,106,2,1,1
186,2,1,0,1,2,0
194,1,0,0,1,0,0
181,5,0,0,1,3,0
180,4,0,0,2,7,0
53,3,0,0,1,3,1
166,4,1,0,1,3,1
172,1,0,0,1,1,0
179,2,0,0,1,2,0
179,3,1,0,1,3,0
68,4,0,58,1,1,1
90,3,0,0,1,3,0
175,4,1,67,1,3,1
192,2,1,99,1,4,1
167,4,1,0,1,1,0
187,1,0,0,1,1,0
202,2,1,165,3,2,1
176,4,0,0,1,1,0
93,4,0,0,1,1,0
173,2,0,67,1,1,1
177,4,1,0,1,2,0
171,5,0,0,1,3,0
176,4,1,0,1,2,0
179,3,0,0,1,3,0
174,4,0,0,1,2,0
171,2,1,0,1,3,0
12,4,0,118,1,3,1
172,3,0,0,1,2,1
107,2,0,0,1,1,1
171,5,1,0,1,2,0
123,1,1,0,1,0,0
198,3,0,0,1,0,0
182,6,0,0,1,2,0
202,2,1,67,3,1,1
184,5,1,0,1,1,0
184,1,0,0,1,1,0
181,2,0,21,1,1,1
92,5,1,0,1,1,0
173,2,0,106,1,1,1
191,3,1,0,1,3,0
187,3,1,0,1,1,0
192,1,0,37,1,1,1
176,4,0,0,1,3,1
167,5,0,0,1,1,0
199,6,0,0,1,2,0
169,3,1,0,1,2,0
191,2,1,67,1,3,1
171,5,0,0,1,2,0
171,4,0,0,1,1,0
176,3,0,0,1,3,0
173,5,0,71,1,3,1
177,3,0,0,2,2,0
173,4,0,0,1,1,0
92,1,1,0,1,0,1
177,2,0,0,1,1,0
174,3,0,0,1,2,0
171,4,1,0,1,2,0
90,6,1,0,1,1,0
175,6,0,0,1,2,0
177,3,0,0,1,4,0
171,3,1,0,1,3,0
175,4,0,0,1,2,0
201,3,0,166,3,3,1
180,3,1,0,1,3,0
178,4,1,0,1,2,0
178,1,0,0,1,1,0
199,2,0,0,1,1,0
187,5,0,0,1,3,0
177,2,0,106,1,1,1
169,6,0,25,1,1,1
169,4,1,30,1,2,1
201,3,1,0,2,0,0
184,1,0,58,1,1,1
177,1,1,0,2,1,0
91,3,1,0,1,2,0
177,4,0,58,1,1,1
180,1,0,58,1,3,1
186,2,1,0,1,1,0
180,4,0,0,1,4,0
92,3,0,0,1,1,0
185,6,0,0,1,1,0
172,4,0,0,1,1,0
171,1,1,0,1,1,0
201,5,0,175,2,1,1
193,3,1,0,1,3,0
177,6,0,0,1,1,0
172,2,0,0,1,1,0
192,3,0,0,1,1,0
182,4,1,0,1,2,0
172,4,0,0,1,3,0
92,1,0,0,1,1,0
185,5,0,0,1,3,0
63,1,1,21,1,3,1
91,2,1,0,1,2,0
165,3,1,0,1,3,0
176,4,1,0,1,2,0
179,1,0,0,1,3,0
198,4,1,0,1,2,0
202,2,1,160,3,2,1
178,4,0,0,1,1,0
197,3,0,130,2,3,1
63,2,1,0,1,2,0
198,4,0,0,2,3,0
192,4,1,0,1,3,1
185,3,1,0,1,3,1
164,4,0,0,2,4,1
188,5,1,0,1,1,1
174,1,0,94,1,3,1
169,3,1,0,1,2,0
167,2,0,0,1,2,0
177,4,0,0,1,3,0
93,5,1,0,1,1,1
91,5,0,0,1,1,0
179,3,0,58,1,3,1
187,4,0,0,1,1,1
165,2,1,0,1,3,0
169,5,0,0,1,1,0
183,3,1,0,1,2,0
185,3,0,0,1,2,0
172,6,0,0,1,1,0
182,4,0,0,1,1,0
91,1,1,0,1,1,0
185,3,1,0,1,3,0
180,4,0,0,1,1,0
177,3,1,67,1,3,1
181,2,0,0,1,1,0
208,4,1,58,1,3,1
175,3,0,0,1,3,0
92,2,0,0,1,3,0
179,3,1,0,1,2,0
185,5,0,0,1,1,0
184,4,0,0,1,1,0
169,4,1,0,1,2,0
176,3,0,0,1,1,0
166,4,1,0,1,2,0
172,3,1,0,1,3,0
165,1,0,0,1,3,0
180,6,0,0,1,3,1
172,5,0,0,1,1,0
182,1,1,0,1,3,0
172,4,0,0,1,1,0
167,5,1,0,1,1,0
177,3,1,106,1,3,1
192,3,0,0,1,3,0
224,2,1,145,2,2,1
185,3,0,67,1,3,1
172,4,1,0,1,1,1
182,2,0,0,1,2,1
193,3,0,0,1,3,1
175,1,1,0,1,3,0
171,2,0,0,1,2,0
180,3,0,41,1,3,1
175,5,1,0,1,3,0
193,5,0,0,1,3,0
178,2,0,58,1,1,1
165,3,0,41,1,3,1
176,4,0,0,1,1,0
172,6,0,0,1,4,0
68,1,0,127,1,3,1
180,3,0,0,1,1,0
177,2,1,67,1,1,1
185,6,1,0,1,2,0
165,6,1,0,1,7,0
185,3,0,57,1,2,1
172,1,1,106,2,3,1
180,5,1,0,1,1,0
172,6,1,0,1,2,0
178,4,0,0,1,1,0
167,2,1,0,1,3,0
170,3,1,0,1,3,0
172,4,0,58,1,2,1
172,4,0,0,1,1,0
187,5,0,0,1,2,0
177,6,1,30,1,3,1
166,2,0,0,1,2,0
196,4,1,0,1,1,0
191,4,0,82,1,3,1
169,3,1,0,1,3,0
168,1,0,0,1,1,0
180,4,1,0,1,3,0
185,2,0,0,1,2,0
188,2,0,0,1,2,0
170,3,1,0,1,3,0
180,6,0,0,1,3,0
180,4,0,0,1,3,0
169,4,1,44,1,1,1
202,4,0,0,3,4,1
171,1,0,0,1,3,0
177,4,1,0,1,3,0
92,5,0,0,1,2,0
183,4,0,106,1,3,1
180,3,0,0,1,1,0
178,5,1,67,1,3,1
68,4,1,154,2,1,1
181,3,0,0,1,2,0
172,6,1,0,1,4,0
179,5,0,0,1,3,0
172,1,0,0,1,1,0
185,5,1,0,1,1,0
184,6,0,0,1,2,0
187,5,0,134,1,3,1
192,6,1,0,1,7,0
62,5,0,0,2,3,0
192,4,1,0,1,3,0
68,3,0,0,1,3,0
68,4,0,0,1,1,0
151,5,0,0,1,1,0
68,3,0,0,1,3,0
68,1,0,0,1,1,0
68,4,0,0,1,4,0
81,2,0,0,1,3,0
55,1,0,0,1,1,0
68,4,0,0,1,3,0
68,2,0,0,1,3,0
151,5,0,0,1,3,0
68,1,0,0,1,2,0
123,3,0,0,1,2,0
117,2,0,0,1,2,0
177,4,0,141,2,2,1
102,2,0,0,1,1,0
151,3,0,40,1,5,1
146,2,1,0,1,3,1
68,3,0,0,1,3,0
227,2,1,0,1,1,0
68,4,0,0,1,1,0
110,4,1,0,1,2,0
68,5,1,0,1,3,0
2,5,1,25,2,0,1
101,5,0,0,1,1,0
68,3,0,0,1,4,0
68,2,0,123,1,2,1
40,3,1,123,2,2,1
68,4,0,0,1,4,0
147,3,0,0,2,3,0
96,2,0,0,1,3,0
177,3,1,82,1,1,1
154,1,0,0,1,1,0
40,2,1,123,2,2,1
153,4,0,0,1,1,0
80,5,1,0,1,1,0
68,1,0,0,1,2,0
72,5,0,0,1,31,0
78,4,0,0,1,3,0
96,1,0,0,1,3,0
152,3,0,0,1,4,0
123,4,0,0,1,3,0
67,4,0,0,1,4,0
68,1,0,0,1,1,0
114,3,1,0,1,0,0
68,4,1,0,1,3,0
7,2,0,124,2,3,1
82,3,1,0,1,4,1
68,5,0,0,1,1,0
214,2,0,0,2,2,1
53,4,0,17,2,4,1
68,3,0,114,1,3,1
122,4,0,0,1,1,0
4,5,1,25,1,4,1
123,1,0,0,1,1,0
78,3,1,0,1,2,0
101,3,0,0,1,3,0
68,2,0,141,1,3,1
201,4,0,151,2,2,1
68,3,1,0,1,2,0
101,2,1,0,1,3,0
68,1,1,0,1,2,0
68,4,0,0,1,1,0
141,2,0,0,1,1,0
98,4,1,0,1,0,0
123,3,1,30,1,1,1
70,4,0,0,1,1,0
68,1,1,0,1,2,0
98,2,1,0,1,1,0
123,1,0,37,1,1,1
68,2,0,0,1,1,0
68,4,1,0,1,2,0
77,3,0,0,1,1,0
70,4,1,0,1,1,1
68,3,0,0,1,1,0
123,2,1,0,1,1,0
68,1,1,0,1,1,0
95,4,1,0,1,1,0
68,2,0,0,1,1,0
96,4,0,0,1,1,0
101,2,0,0,1,1,0
77,3,0,0,1,1,0
68,4,1,0,1,1,0
71,4,1,0,1,2,0
60,3,0,0,1,1,0
68,1,0,0,1,1,0
141,3,1,82,1,1,1
68,3,1,0,1,1,0
119,1,0,37,1,1,1
150,3,0,0,1,3,0
81,2,0,0,1,2,0
84,1,1,124,1,1,1
125,5,0,0,1,0,0
53,4,0,107,1,2,1
136,1,0,58,2,1,1
101,2,1,0,1,2,1
78,5,0,0,1,2,0
175,6,1,0,1,2,0
119,2,0,0,1,1,0
102,1,0,0,1,1,0
128,4,1,0,1,2,0
68,3,1,0,1,1,0
201,4,0,141,3,1,1
85,2,1,0,1,1,0
151,5,1,0,1,1,0
89,2,0,0,1,3,0
83,5,0,201,4,6,1
123,1,1,107,1,2,1
153,4,1,0,1,4,1
89,4,0,0,1,1,0
101,3,0,0,1,1,0
89,4,0,0,1,1,0
219,6,0,141,2,4,1
89,1,0,0,1,1,0
102,6,1,0,1,0,0
101,3,1,58,2,2,1
81,5,0,0,1,1,0
77,2,0,82,1,1,1
3,4,1,226,2,4,1
96,1,0,0,1,0,1
89,5,0,0,1,1,0
0,3,1,0,1,3,0
77,3,0,0,1,2,0
4,4,0,41,2,1,1
73,5,1,0,1,4,0
49,2,0,82,2,2,1
89,1,0,0,1,0,0
110,1,1,150,1,1,1
89,2,0,0,1,1,0
78,3,1,0,1,3,0
198,1,0,71,1,3,1
209,4,0,71,2,3,1
98,3,0,0,1,2,0
73,4,0,0,2,3,1
202,2,0,124,2,1,1
150,4,0,0,1,1,0
101,2,0,0,1,1,0
102,1,1,0,1,1,0
123,3,0,0,1,3,0
89,3,1,0,1,3,0
101,1,1,0,1,1,0
78,5,0,0,1,3,0
122,5,0,0,1,0,0
87,3,1,0,1,2,0
4,4,1,67,1,1,1
201,2,1,150,2,1,1
87,3,0,0,0,14,0
150,0,1,0,1,1,0
54,1,0,0,1,1,0
150,3,0,58,1,3,1
89,1,0,0,1,0,1
177,4,1,141,2,4,1
101,4,0,0,1,1,0
101,1,0,0,1,1,0
98,2,0,0,1,2,1
147,1,1,0,2,2,0
71,3,0,0,1,1,0
147,5,1,0,1,0,1
50,5,0,0,1,1,0
3,3,0,0,1,3,0
70,4,0,0,1,2,0
75,4,0,0,1,3,0
70,3,0,0,1,3,0
70,5,0,0,1,1,0
75,3,0,0,1,1,0
153,1,0,0,1,3,0
115,4,0,0,1,1,0
78,4,1,0,1,1,1
70,5,0,0,1,0,0
89,4,0,0,1,4,0
78,4,1,0,1,1,0
70,1,0,0,1,1,0
101,4,0,0,1,1,0
68,5,1,82,1,2,1
105,5,0,0,1,0,0
227,2,0,0,1,1,0
154,3,0,0,1,4,0
55,5,0,0,1,28,0
70,1,1,0,1,2,0
70,4,0,0,1,2,0
98,5,0,0,1,1,0
70,4,1,0,1,1,0
98,5,0,0,1,1,0
70,4,1,0,1,2,0
70,4,1,0,1,2,0
89,5,0,166,1,3,1
70,2,1,0,1,1,0
70,1,1,0,1,2,0
68,4,0,0,1,3,0
102,2,1,0,1,2,0
220,4,1,0,1,28,0
30,1,1,107,2,2,1
68,3,0,141,1,2,1
177,2,0,0,2,3,0
97,2,0,0,1,1,0
98,1,1,0,1,1,0
55,4,1,0,1,2,1
101,5,0,0,1,5,0
77,4,1,0,1,1,0
106,4,0,0,1,0,0
70,3,1,0,1,1,0
70,2,0,0,1,2,0
102,5,1,0,1,2,0
68,2,0,106,1,7,1
97,1,1,0,1,1,0
89,3,0,0,1,3,0
76,4,1,141,1,4,1
78,4,0,0,1,2,0
4,2,0,124,1,3,1
59,5,0,0,1,1,1
89,3,0,0,1,0,0
101,2,0,0,1,3,0
70,3,1,0,1,1,0
172,4,0,0,1,1,0
49,4,0,0,1,1,0
212,4,0,25,1,3,1
101,3,0,0,1,3,0
98,2,0,0,1,2,1
88,1,0,0,1,0,0
78,5,0,0,1,3,0
84,4,1,0,0,3,0
73,2,1,0,1,2,0
67,5,0,0,1,1,0
89,2,0,0,1,1,0
68,5,0,58,1,7,1
78,3,0,0,1,1,0
151,4,1,0,1,1,0
145,4,0,0,1,2,0
53,5,0,0,0,18,0
73,3,0,0,1,1,0
84,4,0,0,1,1,0
82,2,1,0,1,1,0
98,3,1,0,1,1,0
143,5,1,0,0,26,0
32,4,0,0,0,9,1
87,5,0,0,1,3,0
89,6,0,0,1,1,1
88,4,0,0,1,3,0
75,4,1,0,1,1,0
78,6,0,0,1,1,0
78,6,1,0,1,3,0
102,5,1,0,1,0,0
124,5,0,0,2,0,0
32,2,1,25,1,3,1
68,3,0,41,1,3,1
3,5,1,0,0,16,0
3,4,1,0,0,16,0
79,5,0,0,1,6,0
136,5,0,0,0,18,0
74,6,1,0,1,2,0
137,2,0,0,1,2,1
84,6,0,0,0,2,0
54,2,0,0,1,0,0
74,4,1,0,1,1,0
228,3,0,58,1,7,1
78,5,1,0,1,1,0
15,2,0,21,1,3,1
69,4,0,0,1,1,0
66,4,1,106,2,3,1
89,3,1,0,1,2,0
78,3,0,0,1,3,0
82,5,1,0,1,1,0
219,3,1,0,1,1,0
73,1,1,0,1,2,0
72,4,0,0,1,1,0
82,6,1,0,1,3,0
74,4,0,0,1,5,0
78,2,1,0,1,7,1
82,1,0,0,0,7,1
74,5,0,0,1,1,0
98,1,1,25,1,1,1
80,6,1,0,1,1,0
98,1,0,0,1,2,0
102,4,0,0,1,2,0
135,6,0,0,1,0,0
62,6,1,0,0,14,0
78,4,1,0,0,37,0
4,2,1,0,1,1,0
17,3,0,141,1,3,1
122,2,1,0,1,1,0
2,2,0,42,1,2,1
78,3,1,210,1,8,1
78,4,0,0,1,0,0
67,3,1,0,1,2,0
85,4,0,0,1,0,1
14,3,0,106,1,3,1
85,5,0,0,1,1,0
98,2,1,0,1,1,0
54,1,0,0,1,2,0
62,4,0,25,1,1,1
85,5,0,0,1,1,0
81,4,1,0,1,2,0
123,5,1,0,0,3,1
84,3,1,0,0,5,0
78,3,0,0,1,4,0
87,3,0,0,1,0,0
98,4,0,0,1,1,0
53,5,0,25,2,5,1
53,4,0,58,1,5,1
102,5,0,0,1,9,0
78,4,0,0,1,1,0
188,3,0,0,1,3,0
4,6,0,37,1,5,1
89,2,1,0,1,3,0
53,4,1,25,1,5,1
53,4,1,25,1,3,1
78,4,0,58,1,5,1
8,5,0,0,2,1,1
77,3,0,106,1,1,1
101,2,0,0,1,4,0
73,5,0,0,1,1,0
177,4,0,123,2,4,1
96,2,0,0,1,2,0
123,5,0,68,1,1,1
73,1,0,0,1,1,0
123,3,0,0,1,3,0
62,1,1,25,1,3,1
123,1,0,58,1,2,1
154,2,0,71,2,3,1
123,2,1,0,1,1,0
123,3,0,74,1,3,1
10,2,0,69,2,2,1
68,3,1,82,1,3,1
68,3,0,54,1,3,1
87,2,0,63,1,3,1
68,3,1,67,1,3,1
75,1,0,33,1,1,1
68,2,0,63,1,1,1
141,1,0,58,1,2,1
181,3,0,106,2,3,1
61,4,0,0,1,3,0
71,3,1,0,1,1,0
192,4,0,41,1,3,1
49,1,1,0,1,3,0
221,3,0,67,2,3,1
49,2,0,38,1,1,1
150,1,1,0,1,1,1
89,1,1,0,1,4,0
89,2,1,21,1,4,1
89,4,1,17,1,3,1
96,2,0,0,1,3,1
68,4,0,2,1,1,1
123,1,0,17,1,3,1
68,3,0,82,1,3,1
49,3,0,11,1,3,1
191,4,0,141,1,7,1
77,2,0,58,1,1,1
123,4,0,0,1,1,1
78,3,1,37,1,3,1
73,3,0,0,1,4,0
98,2,0,25,1,1,1
87,4,1,67,1,5,1
75,1,1,3,1,4,1
4,2,1,64,2,2,1
78,3,0,0,1,3,0
123,1,0,0,1,4,0
89,3,0,22,1,0,1
68,2,0,0,1,2,0
77,1,0,0,1,1,0
10,4,0,0,1,3,0
4,3,0,0,0,4,0
219,6,0,0,1,4,0
72,3,1,0,1,1,0
0,4,0,0,1,1,0
219,5,0,0,0,11,1
78,5,1,0,1,3,0
84,5,1,0,0,37,0
84,4,0,0,1,2,0
78,2,1,67,1,7,1
124,5,1,0,0,4,1
15,1,0,144,1,1,1
6,4,1,0,1,0,0
228,4,0,0,1,1,0
40,5,1,0,1,2,1
48,5,0,0,1,3,1
102,3,0,0,1,1,0
125,5,0,0,1,1,0
200,5,0,41,1,3,1
7,4,0,0,1,3,0
89,5,0,0,0,7,0
15,6,0,0,1,0,0
78,5,1,0,1,1,0
12,2,0,0,1,6,0
84,3,1,41,1,3,1
0,5,1,0,0,18,0
77,1,0,0,1,3,0
106,2,1,0,1,8,0
141,4,1,0,0,35,0
68,5,0,0,0,26,1
99,2,0,0,1,3,0
73,2,0,0,1,1,1
151,3,1,0,1,1,0
106,3,1,106,1,1,1
84,4,0,0,1,1,0
149,1,0,0,1,1,0
73,2,1,0,1,1,0
99,3,0,0,1,1,0
2,5,0,0,1,10,0
102,2,0,0,1,3,0
101,5,0,0,1,1,0
212,4,0,0,1,5,0
146,4,1,0,1,8,0
6,3,0,106,2,3,1
77,4,0,0,1,1,0
78,5,1,0,1,1,0
3,5,0,0,1,1,0
12,3,1,0,1,1,0
84,4,1,11,1,0,1
78,4,1,0,0,4,0
89,1,0,212,1,5,1
78,2,0,141,1,4,1
227,5,0,0,1,0,1
96,6,0,0,1,1,0
33,6,0,0,1,1,0
68,2,0,82,1,4,1
89,1,1,106,1,4,1
192,3,0,0,1,1,0
208,1,1,94,1,1,1
77,4,1,0,1,1,0
224,4,1,0,1,1,0
153,1,0,0,1,1,0
84,2,1,25,1,3,1
2,3,1,17,1,1,1
26,1,1,0,1,1,1
146,3,1,58,2,3,1
89,5,1,0,0,3,1
146,5,0,124,2,4,1
84,4,1,0,1,1,0
68,6,1,0,0,14,0
89,2,0,106,1,3,1
107,3,0,0,1,3,0
55,6,0,0,0,28,0
123,4,1,0,1,3,0
55,6,1,0,0,28,0
89,5,1,0,1,3,0
49,2,1,0,2,5,0
89,4,0,0,1,3,0
98,3,0,0,1,3,0
177,4,0,58,2,1,1
113,6,1,0,1,1,0
7,4,0,0,0,5,1
123,4,1,0,0,3,0
68,1,0,0,1,1,0
89,1,1,106,1,3,1
68,2,0,0,1,1,0
89,1,1,0,1,3,0
78,2,0,0,1,3,0
89,3,0,0,1,3,0
68,4,0,0,1,5,0
102,1,1,0,1,0,0
78,1,0,0,0,3,1
98,4,0,0,1,3,0
98,2,0,0,1,1,0
98,4,1,0,1,2,0
102,1,1,0,1,1,0
89,5,0,0,1,1,0
101,2,0,0,1,1,1
89,1,0,58,1,3,1
68,3,1,0,1,3,1
89,3,1,0,1,1,0
89,3,0,0,1,1,0
99,2,1,0,1,3,0
84,4,0,0,1,1,0
68,1,0,0,1,3,0
89,2,1,0,1,2,0
89,3,1,0,1,3,0
32,3,0,0,1,2,1
97,1,0,0,1,1,0
98,3,0,0,1,3,0
73,4,0,0,1,0,0
73,4,1,106,2,3,1
102,2,1,0,1,1,0
4,1,1,0,2,3,0
89,3,0,0,1,3,0
68,2,0,0,1,1,0
78,4,0,0,1,1,0
84,3,0,0,1,4,0
89,4,0,0,1,3,0
127,4,0,0,1,14,0
78,6,0,0,1,4,0
89,5,1,0,1,4,0
99,5,0,0,1,0,0
89,3,0,0,1,3,0
164,4,0,15,1,1,1
78,3,0,0,1,3,0
78,3,1,0,1,3,0
174,5,0,37,1,7,1
89,2,0,0,1,4,0
102,3,0,0,1,1,0
73,4,0,0,1,3,0
78,3,1,0,1,3,0
77,5,1,0,1,3,0
102,6,1,0,1,0,0
0,3,1,37,1,3,1
84,5,1,0,1,2,0
78,4,0,0,1,1,0
202,4,1,25,2,28,1
62,5,1,21,1,3,1
77,2,0,0,1,2,0
78,5,0,0,1,3,0
68,5,1,0,1,4,0
0,3,0,11,1,2,1
78,3,0,0,1,0,0
3,4,0,30,1,3,1
70,2,0,17,1,1,1
220,4,0,0,1,3,0
221,4,1,0,1,3,0
68,3,0,37,1,3,1
146,1,1,0,1,1,1
220,5,0,0,1,0,0
220,4,0,0,1,1,0
219,4,1,0,1,5,0
