성별,나이,거주지,여행유형,월별,동반자,여행지(시/도),여행지(시/군/구),숙박여부,여행비용
  여자,  40대,  경기,단순가족/친지/친구방문,  1월,없음,서울특별시,관악구,0,10만원 이상 20만원 미만
  여자,  50대,  경기,단순가족/친지/친구방문,  1월,없음,충청남도,부여군,1,20만원 이상 30만원 미만
  여자,  60대,  경기,단순가족/친지/친구방문,  1월,없음,서울특별시,동작구,1,10만원 미만
  남자,  50대,  경기,가족/친지/친구방문(관광포함),  5월,가족,경기도,이천시,0,10만원 이상 20만원 미만
  여자,  40대,  경기,단순관광,  5월,가족,경기도,화성시,0,10만원 이상 20만원 미만
  여자,  50대,  경기,단순관광,  5월,친구/연인,경기도,양평군,0,10만원 이상 20만원 미만
  여자,  20대,  경기,가족/친지/친구방문(관광포함),  5월,가족,경기도,오산시,1,10만원 이상 20만원 미만
  남자,  50대,  경기,가족/친지/친구방문(관광포함),  7월,친구/연인,서울특별시,용산구,0,10만원 이상 20만원 미만
  여자,  30대,  경기,단순관광,  7월,친구/연인,인천광역시,중구,0,10만원 미만
  남자,  60대,  경기,가족/친지/친구방문(관광포함),  7월,가족,경기도,평택시,1,10만원 이상 20만원 미만
  남자,  60대,  경기,출장/업무(관광포함),  9월,없음,경상북도,구미시,1,20만원 이상 30만원 미만
  남자,  20대,  경기,단순관광,  9월,친구/연인,서울특별시,마포구,0,10만원 이상 20만원 미만
  남자,  40대,  경기,단순관광,  9월,가족,경기도,용인시,0,10만원 미만
  여자,  50대,  경기,가족/친지/친구방문(관광포함),  9월,가족,전라북도,고창군,1,20만원 이상 30만원 미만
  여자,  30대,  경기,단순관광,  9월,가족,서울특별시,중구,1,30만원 이상
  남자,  50대,  경기,단순관광,  11월,가족,경기도,의정부시,0,10만원 미만
  여자,  30대,  경기,단순관광,  11월,가족,경기도,광주시,0,10만원 이상 20만원 미만
  여자,  40대,  경기,단순관광,  11월,가족,경상북도,안동시,1,30만원 이상
  여자,  50대,  경기,가족/친지/친구방문(관광포함),  11월,가족,경상남도,진주시,1,30만원 이상
  여자,  40대,  경기,단순관광,  12월,가족,경기도,김포시,0,10만원 이상 20만원 미만
  남자,  20대,  경기,가족/친지/친구방문(관광포함),  12월,친구/연인,서울특별시,마포구,0,10만원 이상 20만원 미만
  남자,  40대,  경기,단순관광,  10월,가족,인천광역시,중구,0,10만원 이상 20만원 미만
  남자,  20대,  경기,가족/친지/친구방문(관광포함),  10월,없음,부산광역시,수영구,1,10만원 이상 20만원 미만
  여자,  50대,  경기,단순관광,  10월,친구/연인,경기도,양평군,0,10만원 이상 20만원 미만
  여자,  20대,  경기,단순관광,  10월,가족,경상남도,밀양시,1,30만원 이상
  여자,  60대,  경기,단순관광,  9월,가족,경기도,시흥시,0,10만원 미만
  여자,  20대,  경기,단순관광,  9월,가족,경기도,시흥시,0,10만원 미만
  여자,  60대,  경기,단순관광,  8월,가족,인천광역시,옹진군,1,20만원 이상 30만원 미만
  여자,  15~19세,  경기,단순관광,  8월,친구/연인,서울특별시,마포구,0,10만원 미만
  남자,  50대,  경기,단순관광,  8월,가족,인천광역시,중구,1,30만원 이상
  여자,  60대,  경기,단순가족/친지/친구방문,  7월,없음,서울특별시,관악구,0,10만원 미만
  여자,  30대,  경기,가족/친지/친구방문(관광포함),  7월,가족,충청남도,보령시,1,20만원 이상 30만원 미만
  남자,  20대,  경기,단순관광,  7월,친구/연인,경기도,가평군,1,30만원 이상
  남자,  30대,  경기,단순가족/친지/친구방문,  7월,친구/연인,인천광역시,부평구,0,10만원 미만
  남자,  50대,  경기,단순관광,  7월,가족,경기도,의왕시,1,30만원 이상
  남자,  60대,  경기,단순관광,  6월,가족,서울특별시,영등포구,0,10만원 미만
  여자,  50대,  경기,단순관광,  6월,가족,충청남도,태안군,1,30만원 이상
  남자,  50대,  경기,가족/친지/친구방문(관광포함),  6월,가족,인천광역시,계양구,0,10만원 이상 20만원 미만
  남자,  20대,  경기,단순관광,  5월,친구/연인,서울특별시,종로구,0,10만원 이상 20만원 미만
  여자,  15~19세,  경기,단순관광,  5월,가족,경기도,과천시,0,10만원 미만
  남자,  30대,  경기,단순관광,  5월,가족,경기도,시흥시,0,10만원 이상 20만원 미만
  여자,  40대,  경기,단순관광,  5월,가족,충청남도,보령시,1,30만원 이상
  남자,  50대,  경기,단순관광,  4월,가족,경기도,안산시,0,10만원 이상 20만원 미만
  여자,  20대,  경기,단순관광,  4월,가족,서울특별시,영등포구,0,10만원 미만
  남자,  30대,  경기,단순관광,  3월,가족,경기도,시흥시,0,10만원 미만
  여자,  30대,  경기,단순관광,  1월,가족,경상북도,경주시,0,10만원 이상 20만원 미만
  남자,  30대,  경기,단순가족/친지/친구방문,  1월,없음,경기도,김포시,1,30만원 이상
  남자,  60대,  경기,단순관광,  11월,친구/연인,강원도,속초시,0,20만원 이상 30만원 미만
  남자,  40대,  경기,단순관광,  11월,가족,경기도,양주시,1,10만원 이상 20만원 미만
  여자,  50대,  경기,단순관광,  11월,가족,경기도,안산시,0,10만원 이상 20만원 미만
  남자,  20대,  경기,단순관광,  5월,친구/연인,경기도,용인시,0,10만원 이상 20만원 미만
  여자,  20대,  경기,단순관광,  5월,친구/연인,경기도,부천시,0,10만원 미만
  남자,  30대,  경기,단순관광,  11월,친구/연인,경기도,양평군,0,30만원 이상
  여자,  60대,  경기,단순관광,  11월,친구/연인,충청남도,태안군,1,30만원 이상
  남자,  20대,  경기,단순관광,  11월,친구/연인,충청남도,당진시,0,20만원 이상 30만원 미만
  남자,  15~19세,  경기,단순관광,  3월,가족,충청남도,아산시,0,20만원 이상 30만원 미만
  여자,  15~19세,  경기,단순관광,  3월,가족,부산광역시,해운대구,1,30만원 이상
  남자,  20대,  경기,단순관광,  1월,친구/연인,경기도,수원시,0,10만원 미만
  여자,  30대,  경기,단순관광,  1월,가족,인천광역시,옹진군,0,10만원 미만
  남자,  20대,  경기,단순관광,  5월,친구/연인,경기도,수원시,0,20만원 이상 30만원 미만
  남자,  40대,  경기,단순관광,  5월,가족,충청남도,태안군,0,20만원 이상 30만원 미만
  여자,  20대,  경기,단순관광,  7월,친구/연인,충청남도,보령시,1,30만원 이상
  남자,  40대,  경기,단순관광,  7월,가족,인천광역시,옹진군,0,20만원 이상 30만원 미만
  남자,  60대,  경기,단순관광,  7월,가족,경기도,가평군,0,10만원 이상 20만원 미만
  여자,  60대,  경기,단순관광,  7월,가족,충청남도,아산시,1,30만원 이상
  여자,  70세이상,  경기,단순가족/친지/친구방문,  7월,없음,서울특별시,영등포구,0,10만원 이상 20만원 미만
  남자,  30대,  경기,단순관광,  9월,가족,경기도,안산시,0,20만원 이상 30만원 미만
  여자,  30대,  경기,단순관광,  9월,가족,충청남도,아산시,0,20만원 이상 30만원 미만
  여자,  15~19세,  경기,단순관광,  9월,친구/연인,경기도,김포시,0,10만원 이상 20만원 미만
  남자,  15~19세,  경기,단순관광,  9월,가족,경기도,화성시,0,20만원 이상 30만원 미만
  남자,  20대,  경기,단순관광,  11월,친구/연인,경기도,여주시,0,10만원 이상 20만원 미만
  남자,  30대,  경기,단순관광,  11월,친구/연인,경기도,화성시,0,10만원 이상 20만원 미만
  여자,  40대,  경기,단순관광,  11월,가족,강원도,춘천시,0,30만원 이상
  여자,  30대,  경기,단순가족/친지/친구방문,  9월,없음,강원도,속초시,1,30만원 이상
  여자,  15~19세,  경기,단순관광,  9월,가족,인천광역시,옹진군,0,20만원 이상 30만원 미만
  남자,  50대,  경기,출장/업무(관광포함),  7월,없음,경기도,광명시,0,10만원 미만
  여자,  40대,  경기,단순관광,  7월,가족,충청남도,예산군,1,30만원 이상
  남자,  30대,  경기,단순가족/친지/친구방문,  7월,없음,충청북도,충주시,1,10만원 미만
  남자,  40대,  경기,단순관광,  7월,가족,충청남도,보령시,1,30만원 이상
  여자,  20대,  경기,단순관광,  3월,가족,강원도,양양군,0,30만원 이상
  남자,  50대,  경기,단순관광,  1월,친구/연인,충청남도,태안군,0,20만원 이상 30만원 미만
  남자,  40대,  경기,단순관광,  1월,가족,경기도,화성시,0,20만원 이상 30만원 미만
  남자,  50대,  경기,단순관광,  11월,친구/연인,경기도,용인시,0,10만원 미만
  여자,  30대,  경기,단순관광,  11월,가족,경기도,용인시,0,30만원 이상
  남자,  30대,  경기,단순관광,  1월,가족,충청남도,태안군,1,30만원 이상
  여자,  20대,  경기,단순가족/친지/친구방문,  1월,없음,충청북도,진천군,1,20만원 이상 30만원 미만
  여자,  15~19세,  경기,단순관광,  1월,가족,경기도,양평군,1,30만원 이상
  남자,  20대,  경기,단순관광,  2월,친구/연인,경기도,양평군,0,10만원 이상 20만원 미만
  여자,  20대,  경기,단순가족/친지/친구방문,  2월,없음,충청북도,청주시,1,10만원 이상 20만원 미만
  여자,  30대,  경기,단순가족/친지/친구방문,  2월,없음,전라남도,영광군,1,20만원 이상 30만원 미만
  여자,  60대,  경기,가족/친지/친구방문(관광포함),  3월,친구/연인,충청북도,청주시,0,10만원 이상 20만원 미만
  남자,  15~19세,  경기,단순관광,  3월,가족,인천광역시,옹진군,0,20만원 이상 30만원 미만
  남자,  50대,  경기,단순관광,  3월,가족,인천광역시,강화군,0,20만원 이상 30만원 미만
  남자,  50대,  경기,단순관광,  3월,가족,충청남도,서산시,0,20만원 이상 30만원 미만
  남자,  15~19세,  경기,단순관광,  4월,가족,경기도,오산시,0,20만원 이상 30만원 미만
  남자,  30대,  경기,단순관광,  4월,가족,경기도,여주시,0,20만원 이상 30만원 미만
  여자,  20대,  경기,단순관광,  5월,친구/연인,서울특별시,송파구,0,10만원 미만
  남자,  30대,  경기,단순출장/업무,  5월,없음,강원도,속초시,0,10만원 미만
  여자,  30대,  경기,단순가족/친지/친구방문,  5월,없음,서울특별시,금천구,0,10만원 미만
  남자,  20대,  경기,단순가족/친지/친구방문,  5월,없음,서울특별시,관악구,0,10만원 미만
  여자,  50대,  경기,단순관광,  6월,가족,경기도,화성시,0,20만원 이상 30만원 미만
  여자,  30대,  경기,가족/친지/친구방문(관광포함),  6월,가족,인천광역시,옹진군,0,20만원 이상 30만원 미만
  남자,  20대,  경기,단순관광,  6월,친구/연인,경기도,수원시,0,10만원 미만
  여자,  60대,  경기,단순가족/친지/친구방문,  6월,없음,경기도,오산시,0,20만원 이상 30만원 미만
  남자,  50대,  경기,단순관광,  7월,친구/연인,경기도,양주시,0,10만원 이상 20만원 미만
  남자,  40대,  경기,단순가족/친지/친구방문,  7월,없음,경기도,용인시,0,10만원 미만
  여자,  30대,  경기,단순관광,  7월,가족,경기도,양평군,1,30만원 이상
  여자,  40대,  경기,단순관광,  8월,가족,경기도,여주시,0,10만원 이상 20만원 미만
  여자,  20대,  경기,단순관광,  8월,친구/연인,경기도,용인시,0,10만원 이상 20만원 미만
  남자,  50대,  경기,가족/친지/친구방문(관광포함),  8월,가족,경기도,화성시,0,10만원 이상 20만원 미만
  여자,  15~19세,  경기,단순관광,  9월,가족,경기도,안산시,0,20만원 이상 30만원 미만
  남자,  30대,  경기,단순가족/친지/친구방문,  9월,없음,경기도,안산시,0,10만원 이상 20만원 미만
  여자,  30대,  경기,단순관광,  10월,가족,경기도,안산시,0,20만원 이상 30만원 미만
  여자,  70세이상,  경기,단순관광,  10월,가족,경기도,여주시,0,20만원 이상 30만원 미만
  남자,  50대,  경기,단순관광,  10월,가족,충청남도,당진시,0,20만원 이상 30만원 미만
  여자,  20대,  경기,단순관광,  11월,친구/연인,경기도,화성시,0,10만원 이상 20만원 미만
  남자,  40대,  경기,단순관광,  12월,가족,충청남도,보령시,1,30만원 이상
  남자,  30대,  경기,단순관광,  12월,친구/연인,경기도,화성시,0,10만원 이상 20만원 미만
  여자,  20대,  경기,단순관광,  12월,친구/연인,경기도,여주시,0,20만원 이상 30만원 미만
